time,open,high,low,close
1737003600,99616.93,99617.31,99362.73,99388.36
1737007200,99388.36,99896.94,99331.82,99803.18
1737010800,99803.19,99851.9,99653.59,99804.01
1737014400,99804.01,99822.48,98643.56,98963.47
1737018000,98963.96,99318.53,98659.29,99156.47
1737021600,99156.47,99408.4,99126.4,99220.13
1737025200,99220.13,99334,98732.43,99165.13
1737028800,99164.63,99513.15,98898.53,99396.92
1737032400,99396.61,99424.33,98824.71,99091.32
1737036000,99091.1,99402.74,97505.74,97623.42
1737039600,97623.42,99294.1,97374.69,99294.06
1737043200,99294.06,99874.66,99085.51,99366.39
1737046800,99366.39,100356.93,99188.82,99843.04
1737050400,99843.04,100064.1,99272.63,99586.27
1737054000,99586.69,100440.07,99413.37,100420.24
1737057600,100420.34,100643.01,100275.56,100334.16
1737061200,100335.6,100394.24,99735.79,100158.4
1737064800,100158.21,100158.65,99400.27,99838.52
1737068400,99838.52,100115.83,99751.24,99994.37
1737072000,99994.06,100416.8,99940.56,100113.49
1737075600,100113.49,101798.8,100037.23,101643.07
1737079200,101642.83,102100.36,100784.74,101085.44
1737082800,101086.62,101246.46,100927.3,101031.72
1737086400,101031.06,101475.45,100939.12,101467.89
1737090000,101468,101756.91,101315.76,101321.9
1737093600,101321.9,101581,101293.19,101394.41
1737097200,101394.41,101830.59,101394.14,101428.29
1737100800,101428.29,102197.38,101426.26,102118.92
1737104400,102119.37,102270.67,101733.09,101843.96
1737108000,101844.72,102552.38,101781.53,102307.59
1737111600,102307.59,102432.69,102072.44,102225.99
1737115200,102225.99,102939.34,102180.79,102733
1737118800,102732.92,102961.29,102415.05,102464.36
1737122400,102465.28,103363.51,102298.65,103361.94
1737126000,103362.71,104231.96,103277.57,103985.99
1737129600,103983.26,104987.63,103835.49,104959.87
1737133200,104959.87,105251.93,104013.63,104104.12
1737136800,104104.74,104919.19,104041.66,104820.82
1737140400,104821.69,105822.51,104680.62,105820.25
1737144000,105820.25,105826.54,104531.84,104686.36
1737147600,104686.6,105022.18,104461.71,104590.57
1737151200,104589.98,104678.41,104205.6,104395.18
1737154800,104394.58,104511.97,104056.04,104063.41
1737158400,104063.2,104694.43,104063.19,104694.23
1737162000,104694.39,104694.54,104133.48,104302.75
1737165600,104302.47,104536.79,104294.25,104360.38
1737169200,104359.47,104510.73,103086.9,103599.99
1737172800,103599.99,103742.47,102711.19,103634.25
1737176400,103634.04,103792.25,102856.93,102864.77
1737180000,102863.81,103638.81,102859.37,103477.15
1737183600,103477.15,103528.8,102653.52,102861.23
1737187200,102861.23,103367.69,102321.12,103306.9
1737190800,103305.83,103491.38,103091.48,103194.79
1737194400,103194.79,103324.68,102871.97,103221.83
1737198000,103222.04,103906.52,102973.34,103628.54
1737201600,103628.54,104067.58,103415.96,103493.66
1737205200,103494.49,104413.55,103170.88,104396.63
1737208800,104397.04,104557.39,103769.96,104025.18
1737212400,104025.19,105017.72,103799.62,104605
1737216000,104605.41,104748.62,103191.71,103281.09
1737219600,103279.64,104242.98,103279.45,103867.44
1737223200,103867.76,104427.59,103823.1,104120.17
1737226800,104120.17,104517.67,104115.64,104419.56
1737230400,104419.37,104524.5,103811.25,104065.45
1737234000,104065.45,104307.82,103922.41,103931.15
1737237600,103933.06,104338.55,103900.94,104326.28
1737241200,104326.28,104751.37,104326.28,104588.64
1737244800,104588.64,104588.64,103988.7,103988.74
1737248400,103988.24,104553.14,103897.02,104365.24
1737252000,104365.24,105316.5,104364.88,104756.58
1737255600,104756.58,105056.58,104439.45,104860.08
1737259200,104860.73,105130.71,104569.96,104907.79
1737262800,104907.79,105004.67,104145.07,104990.19
1737266400,104990.19,105504.14,104909.85,105443.84
1737270000,105443.71,105466.56,104846.78,105046.92
1737273600,105046.91,105046.92,104207.64,104311.09
1737277200,104311.43,105328.17,103371.75,105173.96
1737280800,105173.96,105174.11,104290.42,104703.33
1737284400,104703.26,105218.42,104088.06,104238.99
1737288000,104238.99,104898.43,104181.42,104816.16
1737291600,104814.51,105195.57,104744.38,104839.99
1737295200,104840.56,105571.73,104678.85,105030.21
1737298800,105028.43,105116.17,104410.97,104831.03
1737302400,104829.82,105083,104598.26,104834.97
1737306000,104836.03,105024.05,104400.44,104988.07
1737309600,104985.74,105124.21,104781.73,104914.81
1737313200,104915.02,106071.69,104848.1,106061.32
1737316800,106061.32,106292.15,105400.14,106167.56
1737320400,106166.79,106247.38,103573.94,103578.4
